package Sundance::rurban::2022; # -*- perl -*-
#!/usr/bin/perl
# Sundance 2022 Critics Ratings
# {'A+' => 10,  'A' => 9,   'A-' => 8,
#  'B+' => 7,   'B' => 6,   'B-' => 5,
#  'C+' => 4,   'C' => 3,   'C-' => 2,
#  'D+' => 1.5, 'D' => 1,   'D-' => 1,
#  'E+' => 0.5, 'E' => 0.5, 'E-' => 0.5,
#  'F+' => 0,   'F' => 0,   'F-' => 0};
# SLCWeekly: 0-4stars:
# 0.5 - 1.25, 1 - 2.5, 1.5 - 3.75, 2 -> 5, 2.5 - 6.25, 3 - 7.5, 3.5 - 8.75, 4 - 10

use utf8;
our $DATA= <<'EOF';

U.S. DRAMATIC COMPETITION

"892" (Abi Damaris Corbin) [U.S. Dramatic]
Peter Bradshaw    6    https://www.theguardian.com/film/2022/jan/21/892-review-john-boyega-holds-together-by-the-book-hostage-drama
Tim Grierson            https://www.screendaily.com/reviews/892-sundance-review/5166766.article
eLOUsiv             4
Rylan California    4
steiner8585         4
Sean Boelman        4
Jake Thurman        4
Camden              4
isabellem13         3
jovialmuleke        3
Erik Childress      3
Mike P. Lewis       3   https://letterboxd.com/mlewis/film/when-you-finish-saving-the-world/
Annie Mae           3
lilylabovitz        3
Guido_Nation        3   https://letterboxd.com/guido_nation/film/when-you-finish-saving-the-world/
Rachel              3
Carson Cook         3
jourdain searles    3
La Revolver Perez   3
Jason               3
Nick Hoffman        3
Robert Lalonde      3
Marta Reeder        3
Rachel Wagner       3
Nick Johnston       2
Bradley_T           2
Nate Adams          2   https://letterboxd.com/theonlycritic/film/when-you-finish-saving-the-world/
Harley              2
Hrvoje Vučić        2
Walter Neto         2
tess                2
Seconds23           2
harry_erk           1

MIDNIGHT

"Babysitter" (Monia Chokri, Can) [Midnight]
#letterboxd
Guillaume DAUZOU    8
James Risk          5
Josh @ The Movies   3

"Fresh" (Mimi Cave) [Midnight]
Allan Hunter            https://www.screendaily.com/reviews/fresh-sundance-review/5166801.article
Benjamin Lee      8    https://www.theguardian.com/film/2022/jan/21/fresh-review-horror-mimi-cave-director
Natalia Winkelman   B+   https://www.indiewire.com/2022/01/fresh-review-sebastian-stan-1234692738/
#letterboxd
borglynn            10
Alexandra           10
theamandashow02     10   https://letterboxd.com/theamandashow02/film/fresh-2022/
andrew 🦇            10
Cary_D              10
David Jaffe         10
Raised On Popcorn With Grant 10
asebag              10
JaySoulFree         10
Aspiringdreamer     10
Katie               10
Ace                 10
rdrobb              10
ley🪓 SUNDANCE ‘22!! 10   https://letterboxd.com/b0o/film/fresh-2022/
oldfashioned        10
Keith Noakes        10
HopeNoel            10
Yaz                 10
caseyhodgkinson     10
heathsfilm          10   https://letterboxd.com/heathsfilm/film/fresh-2022/
guyatthemovies      10   https://letterboxd.com/guyatthemovies/film/fresh-2022/
fresharper          10   https://letterboxd.com/fresharper/film/fresh-2022/
Film Fanatic        10
Maggie Lovitt       10
nixie               10
riqi                10
sunflowersam        10   https://letterboxd.com/sunflowersam/film/fresh-2022/
ApolloBarnes        10
diego               10   https://letterboxd.com/nightcrcwler/film/fresh-2022/
mlaw1985            10
🦋🦋🦋                 10
Castlekh            10
E. L. King          10   https://letterboxd.com/enolalugosi/film/fresh-2022/
darthduas           10
Lily                10
sarah               10
Axel Knight         10
Karli               10
zoeveasey           10
virginfinalgirl     10
alexa               10
Josh                10
Preston Barta       10
haley               10   https://letterboxd.com/haleysham/film/fresh-2022/
zoelevine           10
Tabby’s Films       10   https://letterboxd.com/tabbystan/film/fresh-2022/
siennagracee        10
Pramit              10
Kristopher          10
chasezissou         10
Nesssss             10
GabyCristina        10
JohnnicaZakeyta     10
Gabriella Hughes    10
Sarah Stubbs        10
rudyeot             10
NextToNormal        10
Jalen               10   https://letterboxd.com/cheerupbarry/film/fresh-2022/
lunatimelady        10
mari                10
STEVEN              10
vince               10
britt               10
Joey Gentile        10
Sydney Wiggs        10
madisynsyzdek       10   https://letterboxd.com/madisynsyzdek/film/fresh-2022/
mel                 10
Crychon             9
max_____stirner     9
Jack Lautaret       9
Mitchell deQuilettes 9
Ryan                9   https://letterboxd.com/ryanwu2438/film/fresh-2022/
wulfgar111          9
eritz               9   https://letterboxd.com/eritz/film/fresh-2022/
gkelly_             9
TheUpsideDan        9
Philip              9
loquaciousmuse      9
Katie Skelly        9   https://letterboxd.com/kskellz/film/fresh-2022/
Benjamin Leonard    9   https://letterboxd.com/bjl1313/film/fresh-2022/
kevinoleary54       9
Hailey Leonard      9
Patrick Patience    9
Ashta💫              9
Garth Watson        9
Ricky               9   https://letterboxd.com/rickyvalero/film/fresh-2022/
dylansm77           9
chadiscollins       9
Jared Buckendahl    9
Zach Pope           9   https://letterboxd.com/zachpopereviews/film/fresh-2022/
EJ Moreno           9
Kristen             9   https://letterboxd.com/maroon5gurl88/film/fresh-2022/
Sophie Hastings     9
Rebecca Shapiro     9   https://letterboxd.com/rshapiro315/film/fresh-2022/
✧adeline 🔪✧         9
Jacob Mauceri       9   https://letterboxd.com/mauceri/film/fresh-2022/
asapowsky           9
Sean Blanford       9
Cinema_Gallery      9   https://letterboxd.com/cinema_gallery/film/fresh-2022/
j2tiger             9   https://letterboxd.com/j2tiger/film/fresh-2022/
Alex Billington     9   https://letterboxd.com/firstshowing/film/fresh-2022/
Josh                9
ajosuna             9
Sergey Nekrasov     9
kyoo                9
brieaggressive      9
unodos              9
_tai_               9
Luke                9
Cameron H.          9
Adam                9
taylor              9
chaseabreez         9
Manon               9
Brad Stowell        9
joeldull            9
Cate Young          9
alyssa              9
Patrick Brogan      9
cobbin              9
cadealanjohnson     9
kyra manlove        9   https://letterboxd.com/kmanlove/film/fresh-2022/
t shiv              9   https://letterboxd.com/tshiv/film/fresh-2022/
Luis                9
Luta                9   https://letterboxd.com/lutayoung/film/fresh-2022/
Yvanna Lugo         9
Yancy Anali Lopez   9
maija               9
Jessica Johnson     9
Brianna Marie       9
rfeldman9           9
esucher             8
Jayson              8   https://letterboxd.com/plus155/film/fresh-2022/
CassieSueGolden     8   https://letterboxd.com/cassiesuegolden/film/fresh-2022/
alinaslam           8
MarMar              8
emma                8
Jared               8
Andrew              8
goshak              8
Jeffrey Michael Widman 8   https://letterboxd.com/jmwsongs/film/fresh-2022/
marnie              8
Carson              8
🕸Jacob 🍂            8   https://letterboxd.com/rookj/film/fresh-2022/
Rachel              8   https://letterboxd.com/rhalilej/film/fresh-2022/
Jade Turner         8
Patrick Haynes      8
Evan Gelb           8
alexliberatore      8
FoxyRussian         8   https://letterboxd.com/foxyrussian/film/fresh-2022/
TaraRiedl           8   https://letterboxd.com/tarariedl/film/fresh-2022/
Sir Emo Bunny       8
Tom                 8
Jenn Valeriu        8
lukemick            8   https://letterboxd.com/lukemick/film/fresh-2022/
rubi                8   https://letterboxd.com/rubi/film/fresh-2022/
scubastevee         8
Sean Donovan        8
Joshua Brown        8
miacroney           8
Travis              8
annika              8
blkcullensister     8
derek               8
Daniel Hoag         8   https://letterboxd.com/hoagone/film/fresh-2022/
tjnoelsullivan      8
Nate Adams          8   https://letterboxd.com/theonlycritic/film/fresh-2022/
Caitlin Dubs        8
nrod323             8
Kristi              8   https://letterboxd.com/ponykris/film/fresh-2022/
Kyle Milner         8
Josh                8
emfeh               8
mcneelymike         8   https://letterboxd.com/mcneelymike/film/fresh-2022/
Alex Williams       8   https://letterboxd.com/alexatthemov1es/film/fresh-2022/
nickvyner           8
Josh Encinias       8
DrMovieDude         8
Zury                8
Camden              8   https://letterboxd.com/camden_/film/fresh-2022/
Diogo Brüggemann    8   https://letterboxd.com/deltanz/film/fresh-2022/
Pepe Ruiloba        8
Kevin Wozniak       8
Britt Withers       8
Michael Cook        8
Kristen Maldonado   8
orangedroog         8
Matthew St.Clair    8
AmandaTheJedi       8
Adam Roberts        8
moonheart24         8
Cam McAllister      8
Sammy               8
TheNateflix         8
NerdSoupAaron       8
ashleyfutterman     8
Kat Hughes          8
Emily Hennefer      8   https://letterboxd.com/memilyd/film/fresh-2022/
AJ Ford             8   https://letterboxd.com/aford/film/fresh-2022/
Rachel              8   https://letterboxd.com/rhalilej/film/fresh-2022/
arielwhite24        8
elissi              8
Allison M. 🌱        8
Milez Das           8
Andrew              8
steventheshoe       8
aliyah              8   https://letterboxd.com/cozytorress/film/fresh-2022/
swetag              8
LV Taylor           8   https://letterboxd.com/lvtaylor3/film/fresh-2022/
Benjamin Lee        8   https://letterboxd.com/benjaflee/film/fresh-2022/
SlasherReviews      8   https://letterboxd.com/slasherreviews/film/fresh-2022/
Nick_E              8
Rachel              8   https://letterboxd.com/rhalilej/film/fresh-2022/
Eyre Lobo           8   https://letterboxd.com/eyrelobo/film/fresh-2022/
Hillary Butler      8
P.J. Guinto         8
Bella               8
Matthew Passantino  8   https://letterboxd.com/mpassantino01/film/fresh-2022/
gators961           8   https://letterboxd.com/gators961/film/fresh-2022/
Scott J. Davis      8
Jordan              8
elizabethpage99     8
dreamsower          8
Max                 8   https://letterboxd.com/angelmaxnc/film/fresh-2022/
Jed Wagman          8
Morgan              8
WhimsyWizardess     8   https://letterboxd.com/whimsywizardess/film/fresh-2022/
thomascalhoon       8
TaylorSkrant        8
julienbaeza         8
imnicklazo          8
Trey Brillhart      8
Greg Pomes          8
carly oscar         8   https://letterboxd.com/carlyo/film/fresh-2022/
jcgriffin           8   https://letterboxd.com/jcgriffin/film/fresh-2022/
aleshkuhh           8
laurapotier         8
Ben                 8   https://letterboxd.com/neb810/film/fresh-2022/
Dallas King         8
arturocaro          8   https://letterboxd.com/arturocaro/film/fresh-2022/
Ryan                8   https://letterboxd.com/ryanwu2438/film/fresh-2022/
CAHLEB              8
Jorge Villatoro     8
Tucker Evans        8   https://letterboxd.com/tuckerevans/film/fresh-2022/
Ye-Hwan Jo          8
Tristan French      8   https://letterboxd.com/moviereviews100/film/fresh-2022/
arthurco            8   https://letterboxd.com/arthurco/film/fresh-2022/
Monirath            8   https://letterboxd.com/mprak/film/fresh-2022/
Eddie               8
Debra_L             8
bebes               8
Devon Torrey Bryant 8
Gary                8   https://letterboxd.com/gdgarla/film/fresh-2022/
✦Selina✦            8   https://letterboxd.com/selinakyle77/film/fresh-2022/
Todd!               8   https://letterboxd.com/todd_complex/film/fresh-2022/
˗ˏˋ bethany ˊˎ˗     8   https://letterboxd.com/bethany_g/film/fresh-2022/
David Sullivan      8   https://letterboxd.com/dsullivan15/film/fresh-2022/
lewiscollection     8
Rodman Flender      8
paige 💥             8
brentstiefel        8
parks_and_rex       8
Luke D'Agnese       8   https://letterboxd.com/lukedagnese/film/fresh-2022/
flamin_thothoe      8
Kleinzeit           8
Jon Stanley         8
1001 FILMS          8
Josh                8
Sesca9000           8
em :_               8
dianacoronado       8
Trey Wootton        8
Killua⚡             8
thedayofthedot      8
mila                8
Cathy               8
Erica 🪴             8
maya2000            8
Clay Youngblood     8
maya                8
Ben                 8
Eric                8
elblonded           8
Sky Fong            8
veer                8
juneauq5590         8
Rob Povey           8
Lee, or El Duderino, if, you're not into the whole brevity thing 8
Ben Harrison        8
Ethan               8
Mar                 8
maxkostakis         8
Julia_M             8
Tyler Tompkins      8
Trunnie 🔜 Sundance  8
Jacob               8
Nick Acosta         8
davidiserson        8
Codie               8
Justin Appell       8
Sara                8
Nick_H              8
Corwyn              8
TravanR             8
SpookyB             8
Agustin Lugo        8
Bryce Marrero       8
Kevin               8
Kelly               8
Bernardo Cisneros   8
noah15sanchez       8
Cherry Chung        8
stèphanie           8
SAQ                 8
nabeel              8
lar                 8
bglevine            8
Brendan Drewry      8
charlie             8
edouard             8
Kindred Michael     8
MovieMort           8
expectations        8
maguhlicious        8
Abby                8
Charlie Michaels    8
Rachel              8
moodywillow         8
nmulani             8
Lucas Yslas         8
Nathan              8
at34712             8
Matthew             8
Jakhi               8
jmatsen             8
meg                 8
atessa              8
Mariana             8
dreamsong           8
marianist           8
Houston Murphy      8
cecilia s.          8
robin917            8
mads ⚡️             8
benbk               8
Alexa               8
adam                8
Wyatt Bumbarger     8
Alyssa              8
MacDoesIt           8
Momoko Mom          8
meridiankc          8
faith               8
Adam Greiner        8
Jake Alda Coffey    8
haileethehottie     8
HaleyJones          8
Chris Aguilar       8   https://letterboxd.com/kilosfilms/film/fresh-2022/
iheartamyadams      8
Robyn Robyn Kramer  7
luke                7
CrazyVarga          7
Daniel Rak          7
